A: TGF.Non.v.CON.Non.TT,,,,,,,,,,,,,,,,,,,
B: TpS.Non.v.TGF.Non.TT,,,,,,,,,,,,,,,,,,,
C: TpK.Non.v.TGF.Non.TT,,,,,,,,,,,,,,,,,,,
D: TpK.Non.v.TpS.Non.TT,,,,,,,,,,,,,,,,,,,
>> A.only (TGF.Non.v.CON.Non.TT),,,,,,,,,,,,,,,,,,,
,,,,A,,,,,,,,,,,,,,,
PROBE_ID,ILMN_GENE,ACCESSION,CHROMOSOME,FDR_TGF.Non.v.CON.NonNA,FC_TGF.Non.v.CON.Non,AveExpr_TGF.Non.v.CON.Non,t_TGF.Non.v.CON.Non,,,,,,,,,,,,
ILMN_1732772,PPME1,NM_016147.1,11,0.002038786,1.959901198,8.869260403,5.085901587,4.40E-05,-2.467385718,8.869260403,-6.826302896,0.000505953,-2.153635415,8.869260403,-5.798366743,,,,
ILMN_1714418,FAM101B,NM_182705.2,17,0.007825552,1.960435499,7.057932707,4.270424201,0.000243065,-2.504938066,7.057932707,-5.825269121,0.005299849,-2.006533168,7.057932707,-4.417865169,,,,
ILMN_1702683,SLC33A1,NM_004733.2,3,2.75E-06,1.964940566,8.551339526,9.694948948,6.70E-07,-1.957829736,8.551339526,-9.642913113,3.24E-05,-1.698823757,8.551339526,-7.606206543,,,,
ILMN_1738491,SNX30,NM_001012994.1,9,0.006240233,1.966081491,8.585813834,4.397311755,0.001137166,-2.142483706,8.585813834,-4.956199003,0.001466384,-2.210291304,8.585813834,-5.158869507,,,,
ILMN_1741954,SMYD3,NM_022743.1,1,0.0365134,1.970195342,9.76866892,3.325884247,0.000294589,-3.208394237,9.76866892,-5.71749159,0.005031046,-2.477515608,9.76866892,-4.449614965,,,,
ILMN_1740407,CHSY3,NM_175856.4,5,0.004784894,1.975920362,7.315208956,4.55615921,0.001314764,-2.07298374,7.315208956,-4.876978912,0.000278844,-2.510415758,7.315208956,-6.157853414,,,,
ILMN_2305112,CTH,NM_153742.3,1,0.046968177,1.980541883,8.166386465,3.171933212,3.87E-05,-4.4220826,8.166386465,-6.900254178,0.00524771,-2.594080324,8.166386465,-4.424522956,,,,
ILMN_2059294,RTCD1,NM_003729.1,1,0.00030143,1.986910022,9.254369361,6.241980597,9.74E-05,-2.009512134,9.254369361,-6.344816112,9.47E-05,-2.129050166,9.254369361,-6.870153431,,,,
ILMN_1751095,CD300E,NM_181449.1,17,0.000663606,1.987849484,6.369730482,5.74073173,0.000313669,-1.973496943,6.369730482,-5.680184447,0.000707493,-1.951447995,6.369730482,-5.58630606,,,,
ILMN_1763603,FAM177A1,NM_173607.3,14,0.00015022,1.988249667,7.876717498,6.697512619,2.46E-05,-2.090740393,7.876717498,-7.187346892,0.000610604,-1.790337844,7.876717498,-5.67571309,,,,
ILMN_1712112,RCAN1,NM_203418.1,21,0.027317616,1.991045905,7.387125572,3.505870739,0.017582594,-1.981973499,7.387125572,-3.48262071,0.012975553,-2.146521576,7.387125572,-3.888645127,,,,
ILMN_1716265,PGM2L1,NM_173582.3,11,0.00172627,1.993077629,7.200390606,5.181653093,0.002606046,-1.822368055,7.200390606,-4.508903644,0.002411836,-1.911816586,7.200390606,-4.868910864,,,,
ILMN_1722872,MYH9,NM_002473.3,22,1.73E-05,1.99313781,12.65271419,8.218213693,7.35E-08,-2.640051381,12.65271419,-11.56750864,2.38E-06,-2.261153144,12.65271419,-9.721524504,,,,
ILMN_1794598,SCHIP1,NM_014575.2,3,0.000227314,1.994800706,7.623270419,6.423876591,6.59E-07,-2.826410476,7.623270419,-9.665502377,8.42E-06,-2.512482238,7.623270419,-8.570244978,,,,
ILMN_1767837,GOLT1B,NM_016072.3,12,0.000421395,2.000638398,9.40412183,6.023175372,0.000132724,-2.034331286,9.40412183,-6.168232202,9.12E-05,-2.211881036,9.40412183,-6.895010213,,,,
ILMN_1774206,LOC647108,XM_934378.1,16,3.37E-07,2.00250587,6.839956076,11.81865446,1.61E-09,-2.61078025,6.839956076,-16.33319744,1.04E-07,-2.115600847,6.839956076,-12.75372349,,,,
ILMN_3283244,LOC391334,XR_039772.1,,0.003614498,2.002547351,7.252240116,4.731308533,0.000135644,-2.46857538,7.252240116,-6.156800077,0.002142952,-2.065175985,7.252240116,-4.941127558,,,,
ILMN_1794056,DNAJB5,NM_012266.3,9,1.41E-05,2.002609555,7.228146707,8.384958903,4.51E-06,-1.985469696,7.228146707,-8.281173713,2.87E-05,-1.890687025,7.228146707,-7.690560093,,,,
ILMN_1738075,CMIP,NM_030629.1,16,0.011058151,2.005027513,10.1347539,4.059254616,0.00040295,-2.584440923,10.1347539,-5.540511052,0.000604126,-2.649127949,10.1347539,-5.684763103,,,,
ILMN_1760493,LIMS2,NM_017980.3,2,0.024140188,2.006670009,7.777385724,3.5849143,0.001460489,-2.55200709,7.777385724,-4.822322603,0.001005493,-2.847600412,7.777385724,-5.386439424,,,,
ILMN_1721067,WISP1,NM_080838.1,8,2.40E-05,2.008930397,6.562607844,7.964721408,5.36E-07,-2.364926102,6.562607844,-9.827385733,2.39E-05,-1.979915856,6.562607844,-7.798621775,,,,
ILMN_1663976,PDLIM4,NM_003687.2,5,3.02E-06,2.009714011,6.768341827,9.558381099,5.00E-08,-2.391186894,6.768341827,-11.93838111,1.91E-07,-2.402760663,6.768341827,-12.00450312,,,,
ILMN_1660624,LIMK2,NM_001031801.1,22,1.83E-06,2.01021443,6.470254326,10.07531433,1.32E-06,-1.885619067,6.470254326,-9.152036013,5.69E-06,-1.855093721,6.470254326,-8.916531697,,,,
ILMN_1739103,MPZL1,NM_003953.4,1,0.000731609,2.012261052,7.552564605,5.685149675,1.39E-05,-2.531017507,7.552564605,-7.549923143,0.004274346,-1.7478654,7.552564605,-4.539892568,,,,
ILMN_1784661,TMEM2,NM_013390.1,9,0.006238189,2.015573117,8.820302643,4.398043613,0.001183392,-2.195880724,8.820302643,-4.935667825,0.010464518,-1.896186916,8.820302643,-4.014911927,,,,
ILMN_2209993,PLIN5,NM_001013706.2,19,0.001177272,2.028522267,7.960866723,5.402829195,0.001678864,-1.861754354,7.960866723,-4.74752768,0.037017726,-1.533249257,7.960866723,-3.264648656,,,,
ILMN_1811877,ANTXR1,NM_018153.2,2,0.000487186,2.028553469,7.891749009,5.931244278,5.64E-06,-2.636937748,7.891749009,-8.130717225,0.000552718,-1.981995659,7.891749009,-5.736544137,,,,
ILMN_1766408,CBFB,NM_001755.2,16,0.000318935,2.031508235,9.189074993,6.192376004,6.67E-05,-2.120038856,9.189074993,-6.565047496,0.000156527,-2.111873054,9.189074993,-6.531331224,,,,
ILMN_1690653,CDK2AP2,NM_005851.3,11,0.000264071,2.032177304,7.996486787,6.328998594,3.49E-05,-2.182987842,7.996486787,-6.967931492,0.002315946,-1.73064786,7.996486787,-4.895488932,,,,
ILMN_1701681,SEC11C,NM_033280.2,18,0.012358788,2.037621438,8.99553721,3.996062987,0.001928458,-2.298165409,8.99553721,-4.67160331,0.048212834,-1.736338439,8.99553721,-3.097771834,,,,
ILMN_1653429,SLC35A3,NM_012243.1,1,0.002972695,2.039324352,8.355491898,4.846745621,0.000136938,-2.470623682,8.355491898,-6.151592613,0.001267077,-2.162903908,8.355491898,-5.246888723,,,,
ILMN_2153332,ATXN1,NM_000332.2,6,0.007394262,2.042339356,8.361479665,4.299557451,0.00055762,-2.433253136,8.361479665,-5.354031077,0.000843257,-2.487026167,8.361479665,-5.485641191,,,,
ILMN_3228595,LOC729768,XR_016076.2,,0.001972449,2.049424234,11.25254284,5.102145912,0.000140956,-2.369869265,11.25254284,-6.135118734,0.00336757,-1.929946563,11.25254284,-4.675047252,,,,
ILMN_1906423,HS.390407,BX097705,2,0.005626763,2.049474052,7.775947046,4.460299449,2.35E-05,-3.192548274,7.775947046,-7.215333725,0.012096389,-1.882116129,7.775947046,-3.930803913,,,,
ILMN_2366246,SEC23B,NM_032985.4,20,8.57E-05,2.050280482,9.411377164,7.088140448,7.06E-07,-2.645773788,9.411377164,-9.605469582,6.34E-05,-2.058200721,9.411377164,-7.12620402,,,,
ILMN_1675062,MYL9,NM_006097.3,20,0.017143282,2.060874319,9.626384579,3.789409918,0.000502564,-2.808117691,9.626384579,-5.41067107,0.008075952,-2.215648155,9.626384579,-4.16888348,,,,
ILMN_1672547,MYO9B,NM_004145.2,19,0.002854315,2.066765127,8.879781481,4.874502647,0.00050931,-2.235768721,8.879781481,-5.402252385,0.010487959,-1.81794291,8.879781481,-4.01319438,,,,
ILMN_1782439,CNN3,NM_001839.2,1,0.012229086,2.067386102,12.14058944,4.002019655,0.000693733,-2.582298146,12.14058944,-5.227472324,0.012337351,-2.036549678,12.14058944,-3.919211382,,,,
ILMN_1742618,XAF1,NM_199139.1,17,0.004870084,2.069598945,9.314649938,4.545890133,2.52E-05,-3.148913036,9.314649938,-7.168985856,0.000473919,-2.544609518,9.314649938,-5.837257861,,,,
ILMN_1891067,HS.553187,AK127526,1,0.000748309,2.078708935,6.377257446,5.670889761,0.00014022,-2.207818561,6.377257446,-6.137876606,0.000543854,-2.098830877,6.377257446,-5.745547171,,,,
ILMN_1740010,PCNX,NM_014982.2,14,0.002302951,2.078912892,9.218127714,5.001220898,0.000184004,-2.401490825,9.218127714,-5.98694747,0.001679787,-2.102669752,9.218127714,-5.078870616,,,,
ILMN_2162989,TMEM189,NM_199129.1,20,0.000854037,2.079538565,9.437883857,5.598639967,3.62E-05,-2.479408802,9.437883857,-6.943529981,0.000257276,-2.251639815,9.437883857,-6.206665067,,,,
ILMN_2345142,SULF2,NM_018837.2,20,0.032107023,2.079588512,7.221050905,3.406738524,0.003161306,-2.5757899,7.221050905,-4.402402089,0.022181859,-2.15170304,7.221050905,-3.565355151,,,,
ILMN_2070896,BMPR2,NM_001204.5,2,0.000883375,2.088198352,9.317726052,5.576068147,3.74E-05,-2.494799698,9.317726052,-6.923369663,0.000469878,-2.163510821,9.317726052,-5.844386914,,,,
ILMN_1751072,SRPRB,NM_021203.2,3,2.47E-05,2.089250313,10.37774809,7.943665769,1.04E-07,-2.838628955,10.37774809,-11.24828322,5.20E-06,-2.302735311,10.37774809,-8.992597102,,,,
ILMN_1720322,PTS,NM_000317.1,11,1.66E-05,2.09313835,8.956082428,8.250218357,1.95E-07,-2.611407237,8.956082428,-10.72109927,1.94E-05,-2.042057597,8.956082428,-7.974267676,,,,
ILMN_1785141,MICAL2,NM_014632.2,11,0.009296697,2.098539095,8.09974676,4.172005381,3.19E-05,-3.482578264,8.09974676,-7.02296852,0.004652884,-2.220898475,8.09974676,-4.490969215,,,,
ILMN_1720526,CENPN,NM_018455.3,16,1.77E-05,2.100748629,8.064890891,8.198586553,3.67E-07,-2.507233198,8.064890891,-10.15228164,6.64E-06,-2.21218054,8.064890891,-8.769443229,,,,
ILMN_1764629,SLC39A14,NM_015359.2,8,0.000497245,2.107480664,9.818653587,5.917332358,9.70E-06,-2.66260573,9.818653587,-7.773208811,0.004157212,-1.775327554,9.818653587,-4.555989931,,,,
ILMN_2220184,GFPT1,NM_002056.1,2,2.82E-05,2.109980105,9.254605339,7.837841928,9.00E-08,-2.957635599,9.254605339,-11.38278187,6.13E-06,-2.322645184,9.254605339,-8.845844305,,,,
ILMN_1714700,TRIB2,NM_021643.1,2,0.046625692,2.116280051,8.493556197,3.17596149,0.007196638,-2.55016922,8.493556197,-3.966075008,0.03778974,-2.154454376,8.493556197,-3.2517008,,,,
ILMN_2087702,MYH9,NM_002473.3,22,9.97E-06,2.119828805,12.51245986,8.654777476,6.66E-08,-2.753682213,12.51245986,-11.6682409,1.54E-06,-2.397929933,12.51245986,-10.07475433,,,,
ILMN_1714756,YIPF5,NM_030799.6,5,0.010422242,2.12423744,8.755769882,4.096568818,0.003790916,-2.208477112,8.755769882,-4.308028963,0.001070693,-2.674063302,8.755769882,-5.348171882,,,,
ILMN_2353202,PTK7,NM_152880.2,6,0.002186572,2.132367365,8.229529616,5.032093467,0.001385048,-2.074913942,8.229529616,-4.850587615,0.000250936,-2.551219124,8.229529616,-6.223864675,,,,
ILMN_2407434,DCLK2,NM_001040260.1,4,3.07E-05,2.137110002,6.498889477,7.777548845,8.65E-06,-2.151642132,6.498889477,-7.846950689,9.61E-05,-1.952076003,6.498889477,-6.850116255,,,,
ILMN_2390310,C17ORF91,NM_001001870.1,17,0.001603232,2.146582622,9.955955973,5.224815582,4.31E-06,-3.372573937,9.955955973,-8.315060268,0.000163551,-2.585873741,9.955955973,-6.498304958,,,,
ILMN_1689037,LIPG,NM_006033.2,18,0.000295568,2.148610433,6.538184211,6.260722879,3.20E-05,-2.357821736,6.538184211,-7.021327742,0.000480943,-2.038050202,6.538184211,-5.828282092,,,,
ILMN_3241262,PABPC4L,NM_001114734.1,4,0.009236411,2.152742097,7.830956257,4.17553708,0.000290819,-2.86180112,7.830956257,-5.726008229,0.002891686,-2.397932309,7.830956257,-4.762946628,,,,
ILMN_1658989,MEX3B,NM_032246.3,15,7.97E-05,2.163464863,7.23635227,7.149145181,8.04E-06,-2.345172352,7.23635227,-7.896268403,0.000296724,-1.934555457,7.23635227,-6.113117798,,,,
ILMN_1744676,RNF112,NM_007148.3,17,0.000351129,2.164027686,7.137771767,6.141217618,0.000340232,-2.031367349,7.137771767,-5.637952937,7.17E-05,-2.423347907,7.137771767,-7.041582895,,,,
ILMN_3240222,PRAGMIN,NM_001080826.1,8,0.02946897,2.17012216,7.292459491,3.460094595,0.004427105,-2.576307804,7.292459491,-4.226323752,0.015393079,-2.334982199,7.292459491,-3.787090367,,,,
ILMN_1734653,FNDC1,NM_032532.2,6,0.043182349,2.172237759,8.171749744,3.221215107,0.013474055,-2.395996949,8.171749744,-3.628317532,0.018950032,-2.413554425,8.171749744,-3.658634306,,,,
ILMN_1803882,VEGFA,NM_001025367.1,6,0.00266814,2.173442035,7.640932291,4.911454457,5.63E-05,-2.868410704,7.640932291,-6.666758092,0.027086685,-1.725201262,7.640932291,-3.450198473,,,,
ILMN_1719449,DCLK2,NM_001040260.1,4,8.18E-05,2.173552147,6.62915486,7.124709264,1.83E-05,-2.232338047,6.62915486,-7.369614304,5.66E-05,-2.193672391,6.62915486,-7.209268927,,,,
ILMN_1775405,ARL4A,NM_005738.3,7,0.009794166,2.175063394,7.371477406,4.139200082,0.001489363,-2.467654925,7.371477406,-4.81149288,0.005951499,-2.261864377,7.371477406,-4.347644745,,,,
ILMN_1779510,BAI1,XM_940726.1,,0.038724819,2.176211975,6.620295449,3.285747,0.009216017,-2.47720137,6.620295449,-3.833143662,0.018626444,-2.383316949,6.620295449,-3.669883283,,,,
ILMN_2214678,MXD1,NM_002357.2,2,0.000182172,2.178211069,8.153939493,6.555881199,1.42E-06,-2.947919854,8.153939493,-9.104079634,5.20E-05,-2.374970292,8.153939493,-7.284148758,,,,
ILMN_2150894,ALDH1B1,NM_000692.3,9,0.00205869,2.180794784,8.039148881,5.076317138,1.03E-05,-3.281791564,8.039148881,-7.737237376,0.000257593,-2.593711829,8.039148881,-6.205274948,,,,
ILMN_1748881,MRAS,NM_012219.3,3,9.75E-05,2.186890833,7.484907671,7.004891485,7.99E-06,-2.417044731,7.484907671,-7.900687186,0.000414294,-1.937631238,7.484907671,-5.921549667,,,,
ILMN_2232177,ACTN1,NM_001102.2,14,0.000435849,2.193252543,11.54687986,5.999544534,8.73E-07,-3.447183624,11.54687986,-9.453676605,0.000448383,-2.15750416,11.54687986,-5.874008991,,,,
ILMN_1739241,CHAC1,NM_024111.2,15,0.003220783,2.193296443,7.112677455,4.799577783,3.98E-06,-3.933514021,7.112677455,-8.369154367,0.000569259,-2.549249038,7.112677455,-5.718623622,,,,
ILMN_1652631,GLIPR2,NM_022343.2,9,0.009355166,2.209115842,11.2286693,4.166754915,0.000123985,-3.257400436,11.2286693,-6.208290511,0.042132564,-1.831816377,11.2286693,-3.182178286,,,,
ILMN_2231985,HSPA13,NM_006948.4,21,0.000435849,2.212050463,7.269763225,6.000577938,1.46E-05,-2.70361809,7.269763225,-7.517282654,0.00030131,-2.242258557,7.269763225,-6.103094972,,,,
ILMN_1733333,CALML3,NM_005185.2,10,1.49E-06,2.217222395,6.559440377,10.23963368,1.02E-07,-2.40442031,6.559440377,-11.28196173,1.32E-06,-2.2167823,6.559440377,-10.23708091,,,,
ILMN_2141790,HYOU1,NM_006389.2,11,3.15E-05,2.218096207,8.547870185,7.751595283,4.44E-07,-2.793357288,8.547870185,-9.995341328,0.000252208,-1.894861177,8.547870185,-6.21904529,,,,
ILMN_1742813,TMEM167A,NM_174909.3,5,0.006459826,2.219276303,8.677818309,4.377058729,0.00074313,-2.573334832,8.677818309,-5.189795979,0.000519403,-2.863099926,8.677818309,-5.775662946,,,,
ILMN_2060413,CD24,NM_013230.2,Y,0.022669547,2.22210786,6.418012474,3.62636485,0.012675281,-2.238919957,6.418012474,-3.660597412,0.020790834,-2.210863716,6.418012474,-3.603324836,,,,
ILMN_1657483,SEC23B,NM_032985.4,20,2.04E-05,2.223058672,9.253313582,8.097993743,3.83E-07,-2.708862298,9.253313582,-10.10144545,1.70E-05,-2.218500261,9.253313582,-8.077187109,,,,
ILMN_3251560,TMEM167A,NM_174909.3,5,7.97E-05,2.223258682,9.854840758,7.144741655,9.20E-07,-2.861427751,9.854840758,-9.401325889,2.34E-06,-2.972643376,9.854840758,-9.742307207,,,,
ILMN_1716651,RUNX2,NM_001024630.2,6,0.000317996,2.226213582,7.393179568,6.20415831,8.68E-06,-2.75026459,7.393179568,-7.842948735,0.000178413,-2.292880416,7.393179568,-6.432901841,,,,
ILMN_2367239,RCAN1,NM_203417.1,21,0.002970752,2.230584452,9.768913269,4.847448286,0.000656173,-2.388296315,9.768913269,-5.260231992,0.000109019,-3.067057151,9.768913269,-6.771620715,,,,
ILMN_1776936,ANKRD38,NM_181712.3,,0.007564133,2.231879705,6.53716658,4.287161175,0.001354103,-2.485706502,6.53716658,-4.862343845,0.00357864,-2.385035815,6.53716658,-4.641574743,,,,
ILMN_1748840,CALB2,NM_007088.2,16,0.001336706,2.235139847,6.632505262,5.330456083,0.001275878,-2.092209617,6.632505262,-4.892496155,0.005760688,-1.933095898,6.632505262,-4.368281242,,,,
ILMN_1662166,PTK7,NM_152882.2,6,0.000945212,2.240657145,7.904562884,5.529415416,0.000297569,-2.30097603,7.904562884,-5.711480514,0.000250339,-2.480418639,7.904562884,-6.226157693,,,,
ILMN_1814998,FKSG30,NM_001017421.1,2,0.000358169,2.241148547,11.96596023,6.120948096,3.83E-07,-3.788353354,11.96596023,-10.10260184,0.00021063,-2.301563943,11.96596023,-6.322710077,,,,
ILMN_1689177,PPAPDC1A,NM_001030059.1,10,0.003412915,2.247866906,6.737760483,4.766971611,0.000696603,-2.429596387,6.737760483,-5.224513649,0.04984985,-1.686492244,6.737760483,-3.075947688,,,,
ILMN_2183510,ARMET,NM_006010.2,3,4.43E-05,2.249032171,11.28161467,7.531379345,6.74E-05,-2.025320319,11.28161467,-6.557809322,4.48E-05,-2.214790874,11.28161467,-7.388817514,,,,
ILMN_2348367,FGFRL1,NM_001004358.1,4,0.000883375,2.25170931,7.558986038,5.575626009,0.002853379,-1.913703177,7.558986038,-4.458361093,9.58E-05,-2.712968134,7.558986038,-6.855719192,,,,
ILMN_1810037,RUSC2,NM_014806.1,9,0.000429783,2.252393548,8.410427573,6.009074582,2.81E-06,-3.198178295,8.410427573,-8.603564635,0.000201014,-2.359838852,8.410427573,-6.353932261,,,,
ILMN_3258424,LOC100129118,XM_001726779.1,19,5.66E-06,2.260472658,10.00357363,9.064274659,8.75E-08,-2.794318281,10.00357363,-11.42059726,7.69E-07,-2.61714019,10.00357363,-10.69256493,,,,
ILMN_1726204,SCRG1,NM_007281.1,4,0.002214781,2.261888698,10.60056751,5.023009858,6.70E-07,-4.793857285,10.60056751,-9.645600761,8.33E-06,-4.036893962,10.60056751,-8.587951603,,,,
ILMN_2170515,METTL11A,NM_014064.2,9,3.92E-05,2.273509904,8.634100286,7.614891613,1.03E-06,-2.734306727,8.634100286,-9.325970527,0.000604126,-1.846187407,8.634100286,-5.684550433,,,,
ILMN_1803367,EVI1,NM_005241.1,3,0.000318935,2.287827747,6.949935096,6.192219732,0.000145174,-2.26569773,6.949935096,-6.119493379,0.00019012,-2.348680785,6.949935096,-6.388632876,,,,
ILMN_1773002,LOC730417,XM_001125098.1,,2.51E-05,2.291272804,6.951008014,7.92867681,1.75E-06,-2.542584807,6.951008014,-8.923924117,2.76E-05,-2.24041578,6.951008014,-7.714027743,,,,
ILMN_1693620,PGM3,NM_015599.1,6,0.00015761,2.313223471,9.792266561,6.665050173,2.84E-06,-2.949686171,9.792266561,-8.596727457,0.001202637,-1.942467773,9.792266561,-5.276770659,,,,
ILMN_1732609,KIAA1539,NM_025182.2,9,1.90E-06,2.320980467,8.137823601,10.01376362,8.62E-07,-2.216599497,8.137823601,-9.466502992,4.14E-06,-2.15994336,8.137823601,-9.158566904,,,,
ILMN_1805737,PFKP,NM_002627.3,10,2.38E-05,2.330802004,10.51144261,7.990929582,3.67E-07,-2.932173174,10.51144261,-10.1584344,8.45E-05,-2.085760181,10.51144261,-6.94199115,,,,
ILMN_1811470,PLEK2,NM_016445.1,14,0.000558902,2.331610747,6.915795865,5.850797892,0.00074305,-2.119029427,6.915795865,-5.190072648,0.005906758,-1.877064832,6.915795865,-4.352089298,,,,
ILMN_2163873,FNDC1,NM_032532.1,6,0.041289257,2.338651799,8.516558008,3.2468238,0.016067326,-2.520904624,8.516558008,-3.533616818,0.004202427,-3.28866602,8.516558008,-4.549671455,,,,
ILMN_1691476,MYLK,NM_053032.2,3,0.001470673,2.339681516,8.23682577,5.276771785,1.83E-05,-3.277625262,8.23682577,-7.369467855,6.29E-05,-3.157377506,8.23682577,-7.137434399,,,,
ILMN_2203896,SMAD7,NM_005904.2,18,4.06E-05,2.342195533,7.525454311,7.590241569,2.79E-07,-3.210718881,7.525454311,-10.40311928,3.27E-06,-2.856585636,7.525454311,-9.360860508,,,,
ILMN_1811921,CSRP1,NM_004078.1,1,0.002658168,2.34472835,10.11824663,4.916067975,0.000580322,-2.519445575,10.11824663,-5.330673771,0.039460622,-1.748691631,10.11824663,-3.224044351,,,,
ILMN_1776953,MYL9,NM_006097.3,20,0.009438906,2.358350724,9.254088313,4.160175827,0.000457981,-3.086092827,9.254088313,-5.464255429,0.006173452,-2.440799948,9.254088313,-4.326800104,,,,
ILMN_1847308,HS.475334,D87470,11,1.55E-05,2.363592678,9.782963527,8.318076645,5.32E-05,-2.000766316,9.782963527,-6.706525657,1.59E-06,-2.823380751,9.782963527,-10.03696328,,,,
ILMN_1692665,UNC5B,NM_170744.2,10,4.23E-06,2.366694154,7.127968496,9.300744157,1.30E-08,-3.450126017,7.127968496,-13.3699598,4.35E-07,-2.817843605,7.127968496,-11.18441741,,,,
ILMN_1798270,C11ORF75,NM_020179.1,11,5.35E-05,2.373224021,8.961547922,7.412124896,3.33E-07,-3.299806537,8.961547922,-10.23902144,3.45E-06,-2.961352421,8.961547922,-9.310905423,,,,
ILMN_1680856,MAMLD1,NM_005491.2,X,0.000434837,2.376270444,8.622575548,6.002934094,1.40E-05,-2.968908166,8.622575548,-7.547215819,6.71E-06,-3.533702426,8.622575548,-8.755053462,,,,
ILMN_1703558,FHL3,NM_004468.3,1,0.000163302,2.377161776,9.056920384,6.637328069,4.47E-06,-2.949386087,9.056920384,-8.290627489,0.000207261,-2.285352574,9.056920384,-6.335420446,,,,
ILMN_1676213,SRPX2,NM_014467.2,X,0.001784594,2.39086978,10.13736056,5.161563532,0.002887339,-2.120965862,10.13736056,-4.452246618,0.013265352,-1.924037668,10.13736056,-3.875217137,,,,
ILMN_2364022,SLC16A3,NM_004207.2,17,0.024140188,2.394046473,8.724288055,3.58484424,0.005038683,-2.753748323,8.724288055,-4.159652836,0.030737041,-2.274798311,8.724288055,-3.37503229,,,,
ILMN_2332964,LGMN,NM_001008530.1,14,0.000925764,2.405028682,9.533297071,5.54048703,2.66E-05,-3.097879868,9.533297071,-7.138788404,0.008724333,-1.921861866,9.533297071,-4.124574745,,,,
ILMN_3241554,KANK4,NM_181712.4,1,0.002525763,2.407517726,6.415495375,4.944941728,0.002181735,-2.26638511,6.415495375,-4.604939628,0.001986118,-2.425359145,6.415495375,-4.98649713,,,,
ILMN_1706783,TAGLN,NM_001001522.1,11,8.61E-07,2.4139007,6.80592101,10.62197306,1.08E-07,-2.535453755,6.80592101,-11.21413936,2.95E-06,-2.191009049,6.80592101,-9.454219471,,,,
ILMN_1844593,HS.551128,AF176921,8,0.000971171,2.419814427,7.740699054,5.511380698,5.64E-07,-4.809045239,7.740699054,-9.794845629,5.69E-06,-4.174372894,7.740699054,-8.912127304,,,,
ILMN_1683127,ZNF281,NM_012482.3,1,0.000581628,2.431784264,8.95474915,5.823701427,3.97E-05,-2.858118905,8.95474915,-6.88236095,0.000279922,-2.556741749,8.95474915,-6.152092499,,,,
ILMN_2188862,GDF15,NM_004864.1,19,0.003583814,2.434624941,9.068947151,4.736122885,9.58E-06,-4.315572615,9.068947151,-7.78304984,0.000142179,-3.448149612,9.068947151,-6.588671221,,,,
ILMN_1741214,NXPH4,XM_938935.2,,1.58E-05,2.444790365,7.170195782,8.294212808,1.24E-06,-2.696469346,7.170195782,-9.203313651,0.0005711,-1.851767217,7.170195782,-5.71659072,,,,
ILMN_2222317,DNAJB4,NM_007034.3,1,9.79E-05,2.450185919,7.705305448,6.991234968,4.80E-05,-2.381753592,7.705305448,-6.770248692,4.93E-05,-2.558720659,7.705305448,-7.329370077,,,,
ILMN_1798210,E2F7,NM_203394.2,12,0.00055363,2.467840451,7.501371132,5.856822839,3.83E-05,-2.90110689,7.501371132,-6.90552099,2.62E-05,-3.302346798,7.501371132,-7.745399528,,,,
ILMN_1695058,SLC38A5,NM_033518.1,X,0.009912378,2.479624032,7.689907777,4.130601615,0.001099924,-2.984978435,7.689907777,-4.974298506,0.023493995,-2.174198847,7.689907777,-3.53270514,,,,
